"","covariate_name_short","location_id","location_name","year_id","age_group_id","age_group_name","sex_id","sex","mean_value","lower_value","upper_value"
"141817","smoking_prev",15,"Myanmar",1994,20,"75 to 79",1,"Male",0.45947745814724,0.356609695349614,0.563923778443618
"141818","smoking_prev",15,"Myanmar",1994,30,"80 to 84",1,"Male",0.543403057535068,0.450711710292442,0.632563075184884
"141819","smoking_prev",15,"Myanmar",1994,31,"85 to 89",1,"Male",0.543403057535068,0.450711710292442,0.632563075184884
"141820","smoking_prev",15,"Myanmar",1994,32,"90 to 94",1,"Male",0.543403057535068,0.450711710292442,0.632563075184884
"141822","smoking_prev",15,"Myanmar",1994,235,"95 plus",1,"Male",0.543403057535068,0.450711710292442,0.632563075184884
"141829","smoking_prev",15,"Myanmar",1994,7,"10 to 14",2,"Female",0.0432832331311613,0.0176483682386892,0.0864190543428313
"141830","smoking_prev",15,"Myanmar",1994,8,"15 to 19",2,"Female",0.032128219052764,0.0135507044841651,0.0630795348267393
"141831","smoking_prev",15,"Myanmar",1994,9,"20 to 24",2,"Female",0.0182800154097754,0.00702416069610523,0.0401171626120335
"141832","smoking_prev",15,"Myanmar",1994,10,"25 to 29",2,"Female",0.0435133541936997,0.01908884940826,0.0850880187437318
"141833","smoking_prev",15,"Myanmar",1994,11,"30 to 34",2,"Female",0.0513763247335462,0.0225859303882292,0.0951214965281032
"141834","smoking_prev",15,"Myanmar",1994,12,"35 to 39",2,"Female",0.117088321840693,0.0556538915750002,0.206942924426826
"141835","smoking_prev",15,"Myanmar",1994,13,"40 to 44",2,"Female",0.156394863889466,0.0870124970357222,0.256475204128908
"141836","smoking_prev",15,"Myanmar",1994,14,"45 to 49",2,"Female",0.199104282816675,0.114096965417132,0.313188675532277
"141837","smoking_prev",15,"Myanmar",1994,15,"50 to 54",2,"Female",0.348748923856313,0.222499472135323,0.490961401835618
"141838","smoking_prev",15,"Myanmar",1994,16,"55 to 59",2,"Female",0.315297751166268,0.188118775976204,0.46589689314817
"141839","smoking_prev",15,"Myanmar",1994,17,"60 to 64",2,"Female",0.381565601883432,0.247991010318708,0.54328123776779
"141840","smoking_prev",15,"Myanmar",1994,18,"65 to 69",2,"Female",0.32034316991149,0.195069019796375,0.482229118682181
"141841","smoking_prev",15,"Myanmar",1994,19,"70 to 74",2,"Female",0.395325983966668,0.251977116220396,0.548466220811831
"141842","smoking_prev",15,"Myanmar",1994,20,"75 to 79",2,"Female",0.295836710528434,0.173372756317264,0.451417986345509
