"Study.title","Study.ID","Column.name","Error.message"
"Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India",26982,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Declining tuberculosis prevalence in Saharia, a particularly vulnerable tribal community in Central India: evidences for action (2015 survey)",26980,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Changes in pulmonary tuberculosis prevalence: Evidence from the 2010 population survey in a populous province of China",26951,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis among the Bharia, a primitive tribe of Madhya Pradesh, central India",26930,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis--a baseline survey in central India",26929,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of tuberculosis in adolescents, western Kenya: implications for control programs",26924,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The Gambian survey of tuberculosis prevalence (GAMSTEP)",26920,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Report of the national TB prevalence survey, 2002",26912,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The first national TB prevalence survey of Lao PDR (2010-2011)",26905,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence and risk factors for adult pulmonary tuberculosis in a metropolitan city of south India",26891,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis among adults in a rural sub-district of South India",26884,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis amongst the tribal population of Madhya Pradesh, Central India",26882,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Namibia Tuberculosis disease prevalence survey, 2017-2018",26869,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"NATIONAL TUBERCULOSIS PREVALENCE SURVEY REPORT, Nepal, 2018-19",26867,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"REPORT OF THE FIRST NATIONAL
TUBERCULOSIS PREVALENCE SURVEY
IN MONGOLIA
2014-2015",26866,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Lesotho Tuberculosis Prevalence Survey",26862,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Report of DPRK National TB
Prevalence Survey
(2015–2016)",26861,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence and risk factors of active pulmonary tuberculosis among elderly people in China: a population based cross-sectional study",26740,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Declining tuberculosis prevalence in Saharia, a particularly vulnerable tribal community in Central India: evidences for action",25244,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The second national tuberculosis prevalence survey in Vietnam",24644,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis in western China in 2010-11: a population-based, cross-sectional survey",24214,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Population-based screening for pulmonary tuberculosis utilizing community health workers in Ethiopia",24181,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence and Incidence of Smear-Positive Pulmonary Tuberculosis in the Hetosa District of Arsi Zone, Oromia Regional State of Central Ethiopia",22718,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of Bacteriologically-Confirmed Tuberculosis in Urban Blantyre, Malawi 2019-20: Substantial Decline Compared to 2013-14 National Survey",22290,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of bacteriologically confirmed pulmonary tuberculosis and associated risk factors: A community survey in Thirvallur District, south India",22089,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Persistent high prevalence of pulmonary tuberculosis in a resource-limited setting: threat to India's TB Free campaign",21428,"prev100k.bacteriological.tb.age.grp.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India",26982,"prev100k.bacteriological.tb.sex.rurality.total","bacteriological tb prevalence total is greater than 10% different than calculated prevalence 100k."
"SURVEY FOR ASSESSING PREVALENCE OF PULMONARY TUBERCULOSIS CASES IN THE POPULATION BASED STATE OF GUJARAT, INDIA (2011-2012) Report on Population based survey to assess prevalence of pulmonary tuberculosis cases in the state of Gujarat, India (2011-12) Ded",26983,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India",26982,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Declining tuberculosis prevalence in Saharia, a particularly vulnerable tribal community in Central India: evidences for action (2015 survey)",26980,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Sub-national prevalence survey of tuberculosis in rural communities of Ethiopia (LEMU)",26971,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of smear-positive tuberculosis in persons aged >/= 15 years in Bangladesh: results from a national survey, 2007-2009",26956,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Evaluating an active case-finding strategy to identify smear-positive tuberculosis in rural Ethiopia",26955,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Changes in pulmonary tuberculosis prevalence: Evidence from the 2010 population survey in a populous province of China",26951,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Low tuberculosis notification in mountainous Vietnam is not due to low case detection: a cross-sectional survey",26948,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The 1997 nationwide tuberculosis prevalence survey in the Philippines",26946,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Do women with tuberculosis have a lower likelihood of getting diagnosed? Prevalence and case detection of sputum smear positive pulmonary TB, a population-based study from Vietnam",26943,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Two-thirds of smear-positive tuberculosis cases in the community were undiagnosed in Northwest Ethiopia: population based cross-sectional study",26942,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of smear-positive pulmonary tuberculosis in a rural district of Ethiopia",26938,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Active case finding of undetected tuberculosis among chronic coughers in a slum setting in Kampala, Uganda",26937,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Determining the burden of tuberculosis in Eritrea: a new approach",26935,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Pulmonary tuberculosis in an indigenous community in the mountains of Ecuador",26933,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis--a baseline survey in central India",26929,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis among the adult population in Pakistan 2010-2011",26928,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The Gambian survey of tuberculosis prevalence (GAMSTEP)",26920,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"First national TB prevalence survey 2012, Nigeria",26917,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Sputum positive point prevalence survey (1994)",26916,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Report of the national TB prevalence survey, 2002",26912,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The first national TB prevalence survey of Lao PDR (2010-2011)",26905,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis in far Western Nepal",26901,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"A survey of tuberculosis prevalence in Hanoi, Vietnam",26899,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Gender differences in tuberculosis: a prevalence survey done in Bangladesh",26896,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of tuberculosis in a rural population aged 15 years and above in R.S. pura block of district JAMMU",26894,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary TB and spoligotype pattern of Mycobacterium tuberculosis among TB suspects in a rural community in Southwest Ethiopia",26890,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"A rapid survey to determine the prevalence of smear-positive tuberculosis in Addis Ababa",26888,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Comparison of two active case-finding strategies for community-based diagnosis of symptomatic smear-positive tuberculosis and control of infectious tuberculosis in Harare, Zimbabwe (DETECTB): a cluster-randomised trial",26887,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalent infectious tuberculosis in Harare, Zimbabwe: burden, risk factors and implications for control",26886,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis among adults in a rural sub-district of South India",26884,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Tuberculosis burden in an urban population: A cross sectional tuberculosis survey from Guinea Bissau",26883,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Epidemiology of tuberculosis in an urban slum of Dhaka City, Bangladesh",26878,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis on the roof of the world",26874,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis among adults in a north Indian district",26872,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"REPORT OF THE FIRST NATIONAL
TUBERCULOSIS PREVALENCE SURVEY
IN MONGOLIA
2014-2015",26866,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The Zimbabwe National Population based Tuberculosis Prevalence Survey",26857,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Declining tuberculosis prevalence in Saharia, a particularly vulnerable tribal community in Central India: evidences for action",25244,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Burden of Pulmonary Tuberculosis among Tribal Population: A Cross-sectional Study in Tribal Areas of Maharashtra, India",25143,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The second national tuberculosis prevalence survey in Vietnam",24644,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis in western China in 2010-11: a population-based, cross-sectional survey",24214,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence and Incidence of Smear-Positive Pulmonary Tuberculosis in the Hetosa District of Arsi Zone, Oromia Regional State of Central Ethiopia",22718,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of Bacteriologically-Confirmed Tuberculosis in Urban Blantyre, Malawi 2019-20: Substantial Decline Compared to 2013-14 National Survey",22290,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of bacteriologically confirmed pulmonary tuberculosis and associated risk factors: A community survey in Thirvallur District, south India",22089,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Sub-national prevalence survey of tuberculosis in rural communities of Ethiopia",21934,"prev100k.smear.positive.tb.sex.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"SURVEY FOR ASSESSING PREVALENCE OF PULMONARY TUBERCULOSIS CASES IN THE POPULATION BASED STATE OF GUJARAT, INDIA (2011-2012) Report on Population based survey to assess prevalence of pulmonary tuberculosis cases in the state of Gujarat, India (2011-12) Ded",26983,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India",26982,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of smear-positive tuberculosis in persons aged >/= 15 years in Bangladesh: results from a national survey, 2007-2009",26956,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Changes in pulmonary tuberculosis prevalence: Evidence from the 2010 population survey in a populous province of China",26951,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The 1997 nationwide tuberculosis prevalence survey in the Philippines",26946,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Two-thirds of smear-positive tuberculosis cases in the community were undiagnosed in Northwest Ethiopia: population based cross-sectional study",26942,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis--a baseline survey in central India",26929,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis among the adult population in Pakistan 2010-2011",26928,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The Gambian survey of tuberculosis prevalence (GAMSTEP)",26920,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Sputum positive point prevalence survey (1994)",26916,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The first population-based national tuberculosis prevalence survey in Ethiopia, 2010-2011",26913,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The first national TB prevalence survey of Lao PDR (2010-2011)",26905,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Population-based prevalence survey of tuberculosis in the Tigray region of Ethiopia",26881,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis among adults in a north Indian district",26872,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"REPORT OF THE FIRST NATIONAL
TUBERCULOSIS PREVALENCE SURVEY
IN MONGOLIA
2014-2015",26866,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The Zimbabwe National Population based Tuberculosis Prevalence Survey",26857,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The second national tuberculosis prevalence survey in Vietnam",24644,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis in western China in 2010-11: a population-based, cross-sectional survey",24214,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence and Incidence of Smear-Positive Pulmonary Tuberculosis in the Hetosa District of Arsi Zone, Oromia Regional State of Central Ethiopia",22718,"prev100k.smear.positive.tb.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalent infectious tuberculosis in Harare, Zimbabwe: burden, risk factors and implications for control",26886,"prev100k.smear.positive.tb.hiv.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of Bacteriologically-Confirmed Tuberculosis in Urban Blantyre, Malawi 2019-20: Substantial Decline Compared to 2013-14 National Survey",22290,"prev100k.smear.positive.tb.hiv.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"SURVEY FOR ASSESSING PREVALENCE OF PULMONARY TUBERCULOSIS CASES IN THE POPULATION BASED STATE OF GUJARAT, INDIA (2011-2012) Report on Population based survey to assess prevalence of pulmonary tuberculosis cases in the state of Gujarat, India (2011-12) Ded",26983,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India",26982,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Declining tuberculosis prevalence in Saharia, a particularly vulnerable tribal community in Central India: evidences for action (2015 survey)",26980,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of sputum smear-positive tuberculosis in a rural area in Bangladesh",26957,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of smear-positive tuberculosis in persons aged >/= 15 years in Bangladesh: results from a national survey, 2007-2009",26956,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Changes in pulmonary tuberculosis prevalence: Evidence from the 2010 population survey in a populous province of China",26951,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Low tuberculosis notification in mountainous Vietnam is not due to low case detection: a cross-sectional survey",26948,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The 1997 nationwide tuberculosis prevalence survey in the Philippines",26946,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Do women with tuberculosis have a lower likelihood of getting diagnosed? Prevalence and case detection of sputum smear positive pulmonary TB, a population-based study from Vietnam",26943,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Two-thirds of smear-positive tuberculosis cases in the community were undiagnosed in Northwest Ethiopia: population based cross-sectional study",26942,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Pulmonary tuberculosis in an indigenous community in the mountains of Ecuador",26933,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis--a baseline survey in central India",26929,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The Gambian survey of tuberculosis prevalence (GAMSTEP)",26920,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The first population-based national tuberculosis prevalence survey in Ethiopia, 2010-2011",26913,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Report of the national TB prevalence survey, 2002",26912,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The first national TB prevalence survey of Lao PDR (2010-2011)",26905,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis in far Western Nepal",26901,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Burden of tuberculosis in Kampala, Uganda",26895,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis among adults in a rural sub-district of South India",26884,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Tuberculosis burden in an urban population: A cross sectional tuberculosis survey from Guinea Bissau",26883,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis on the roof of the world",26874,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"REPORT OF THE FIRST NATIONAL
TUBERCULOSIS PREVALENCE SURVEY
IN MONGOLIA
2014-2015",26866,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Declining tuberculosis prevalence in Saharia, a particularly vulnerable tribal community in Central India: evidences for action",25244,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"The second national tuberculosis prevalence survey in Vietnam",24644,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis in western China in 2010-11: a population-based, cross-sectional survey",24214,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence and Incidence of Smear-Positive Pulmonary Tuberculosis in the Hetosa District of Arsi Zone, Oromia Regional State of Central Ethiopia",22718,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of Bacteriologically-Confirmed Tuberculosis in Urban Blantyre, Malawi 2019-20: Substantial Decline Compared to 2013-14 National Survey",22290,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of bacteriologically confirmed pulmonary tuberculosis and associated risk factors: A community survey in Thirvallur District, south India",22089,"prev100k.smear.positive.tb.age.grp.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis in Wardha district of Maharashtra, Central India",26982,"prev100k.smear.positive.tb.sex.rurality.total","smear.positive tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of sputum smear-positive tuberculosis in a rural area in Bangladesh",26957,"prev100k.prevalent.tb.sex.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Changes in pulmonary tuberculosis prevalence: Evidence from the 2010 population survey in a populous province of China",26951,"prev100k.prevalent.tb.sex.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Active case finding of undetected tuberculosis among chronic coughers in a slum setting in Kampala, Uganda",26937,"prev100k.prevalent.tb.sex.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Report of the national TB prevalence survey, 2002",26912,"prev100k.prevalent.tb.sex.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Community-based active tuberculosis case finding in poor urban settlements of Phnom Penh, Cambodia: a feasible and effective strategy",26909,"prev100k.prevalent.tb.sex.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Burden of tuberculosis in Kampala, Uganda",26895,"prev100k.prevalent.tb.sex.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of tuberculosis in a rural population aged 15 years and above in R.S. pura block of district JAMMU",26894,"prev100k.prevalent.tb.sex.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Comparison of two active case-finding strategies for community-based diagnosis of symptomatic smear-positive tuberculosis and control of infectious tuberculosis in Harare, Zimbabwe (DETECTB): a cluster-randomised trial",26887,"prev100k.prevalent.tb.sex.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalent infectious tuberculosis in Harare, Zimbabwe: burden, risk factors and implications for control",26886,"prev100k.prevalent.tb.sex.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of pulmonary tuberculosis on the roof of the world",26874,"prev100k.prevalent.tb.sex.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Hyperendemic pulmonary tuberculosis in peri-urban areas of Karachi, Pakistan",26873,"prev100k.prevalent.tb.sex.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"NATIONAL TUBERCULOSIS PREVALENCE SURVEY REPORT, Nepal, 2018-19",26867,"prev100k.prevalent.tb.sex.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence and risk factors of active pulmonary tuberculosis among elderly people in China: a population based cross-sectional study",26740,"prev100k.prevalent.tb.sex.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Changes in pulmonary tuberculosis prevalence: Evidence from the 2010 population survey in a populous province of China",26951,"prev100k.prevalent.tb.rurality.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence of tuberculosis in adolescents, western Kenya: implications for control programs",26924,"prev100k.prevalent.tb.rurality.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence and risk factors of active pulmonary tuberculosis among elderly people in China: a population based cross-sectional study",26740,"prev100k.prevalent.tb.rurality.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalence and Incidence of Smear-Positive Pulmonary Tuberculosis in the Hetosa District of Arsi Zone, Oromia Regional State of Central Ethiopia",22718,"prev100k.prevalent.tb.rurality.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Community-based active tuberculosis case finding in poor urban settlements of Phnom Penh, Cambodia: a feasible and effective strategy",26909,"prev100k.prevalent.tb.hiv.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Prevalent infectious tuberculosis in Harare, Zimbabwe: burden, risk factors and implications for control",26886,"prev100k.prevalent.tb.hiv.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
"Changes in pulmonary tuberculosis prevalence: Evidence from the 2010 population survey in a populous province of China",26951,"prev100k.prevalent.tb.age.grp.total","prevalent tb prevalence total is greater than 10% different than calculated prevalence 100k."
