"Study.title","Study.ID","Column.name","Error.message"
"Active detection of tuberculosis and paragonimiasis in the remote areas in North-Eastern India using cough as a simple indicator (ASSAM)",26979,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Changes in pulmonary tuberculosis prevalence: Evidence from the 2010 population survey in a populous province of China",26951,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Low tuberculosis notification in mountainous Vietnam is not due to low case detection: a cross-sectional survey",26948,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"High prevalence of pulmonary tuberculosis and inadequate case finding in rural western Kenya",26947,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Do women with tuberculosis have a lower likelihood of getting diagnosed? Prevalence and case detection of sputum smear positive pulmonary TB, a population-based study from Vietnam",26943,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Two-thirds of smear-positive tuberculosis cases in the community were undiagnosed in Northwest Ethiopia: population based cross-sectional study",26942,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of tuberculosis in Faridabad district, Haryana State, India",26939,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Active detection of tuberculosis and paragonimiasis in the remote areas in North-Eastern India using cough as a simple indicator",26932,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis among the Bharia, a primitive tribe of Madhya Pradesh, central India",26930,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis among the adult population in Pakistan 2010-2011",26928,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of tuberculosis in adolescents, western Kenya: implications for control programs",26924,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"The Gambian survey of tuberculosis prevalence (GAMSTEP)",26920,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Report on national TB prevalence survey 2009-2010, Myanmar",26915,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Cross-sectional studies of tuberculosis prevalence in Cambodia between 2002 and 2011",26910,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"A baseline survey of the prevalence of tuberculosis in a community in south India at the commencement of a DOTS programme",26893,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of tuberculosis in Rwanda: Results of the first nationwide survey in 2012 yielded important lessons for TB control",26892,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"A rapid survey to determine the prevalence of smear-positive tuberculosis in Addis Ababa",26888,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis among adults in a rural sub-district of South India",26884,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Tuberculosis burden in an urban population: A cross sectional tuberculosis survey from Guinea Bissau",26883,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Epidemiology of tuberculosis in an urban slum of Dhaka City, Bangladesh",26878,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis on the roof of the world",26874,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Hyperendemic pulmonary tuberculosis in peri-urban areas of Karachi, Pakistan",26873,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"NATIONAL TUBERCULOSIS PREVALENCE SURVEY 2016, PHILIPPINES",26868,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"NATIONAL TUBERCULOSIS PREVALENCE SURVEY REPORT, Nepal, 2018-19",26867,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"REPORT OF THE FIRST NATIONAL
TUBERCULOSIS PREVALENCE SURVEY
IN MONGOLIA
2014-2015",26866,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Fourth National Tuberculosis Prevalence Survey Report (2017-2018) Myanmar",26864,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Lesotho Tuberculosis Prevalence Survey",26862,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Report of DPRK National TB
Prevalence Survey
(2015–2016)",26861,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"KENYA TUBERCULOSIS PREVALENCE SURVEY",26860,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Estimation of the burden of bacteriologically positive Tuberculosis among Adults in Kashmir: A baseline for future surveys in the Valley",26237,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis among the tribal populations in India",26096,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Declining tuberculosis prevalence in Saharia, a particularly vulnerable tribal community in Central India: evidences for action",25244,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence and Incidence of Smear-Positive Pulmonary Tuberculosis in the Hetosa District of Arsi Zone, Oromia Regional State of Central Ethiopia",22718,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"National population-based tuberculosis prevalence survey in Ghana, 2013",21508,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"A tuberculosis nationwide prevalence survey in Gambia, 2012",20811,"n.symptoms.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
NA,NA,"n.symptoms.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.symptoms.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.symptoms.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.symptoms.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.symptoms.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
"Prevalence of pulmonary tuberculosis among the adult population in Pakistan 2010-2011",26928,"n.abnormal.xray.sex.total","Extracted total is not equal to sum of extracted stratified data."
"The Gambian survey of tuberculosis prevalence (GAMSTEP)",26920,"n.abnormal.xray.sex.total","Extracted total is not equal to sum of extracted stratified data."
"Recurrence of pulmonary tuberculosis in India: Findings from the 2019-2021 nationwide community-based TB prevalence survey",26863,"n.abnormal.xray.sex.total","Extracted total is not equal to sum of extracted stratified data."
"Report of DPRK National TB
Prevalence Survey
(2015–2016)",26861,"n.abnormal.xray.sex.total","Extracted total is not equal to sum of extracted stratified data."
"SURVEY FOR ASSESSING PREVALENCE OF PULMONARY TUBERCULOSIS CASES IN THE POPULATION BASED STATE OF GUJARAT, INDIA (2011-2012) Report on Population based survey to assess prevalence of pulmonary tuberculosis cases in the state of Gujarat, India (2011-12) Ded",26983,"n.abnormal.xray.rurality.total","Extracted total is not equal to sum of extracted stratified data."
"NATIONAL TB PREVALENCE SURVEY
IN VIETNAM, 2006 - 2007 (DRAFT REPORT)",26973,"n.abnormal.xray.rurality.total","Extracted total is not equal to sum of extracted stratified data."
"The first population-based national tuberculosis prevalence survey in Ethiopia, 2010-2011",26913,"n.abnormal.xray.rurality.total","Extracted total is not equal to sum of extracted stratified data."
"National Tuberculosis Prevalence Survey, Bangladesh
2015-2016
National",26859,"n.abnormal.xray.rurality.total","Extracted total is not equal to sum of extracted stratified data."
"The second national tuberculosis prevalence survey in Vietnam",24644,"n.abnormal.xray.rurality.total","Extracted total is not equal to sum of extracted stratified data."
"The First National TB Prevalence Survey | South Africa 2018",26856,"n.abnormal.xray.hiv.total","Extracted total is not equal to sum of extracted stratified data."
"Trends in the prevalence of pulmonary tuberculosis over a period of seven and half years in a rural community in south India with DOTS. SURVEY 2, 2001-2003",26988,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Trends in the prevalence of pulmonary tuberculosis over a period of seven and half years in a rural community in south India with DOTS - SURVEY 4, 2006-2008",26987,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Trends in the prevalence of pulmonary tuberculosis over a period of seven and half years in a rural community in south India with DOTS. SURVEY 3, 2004-2006",26986,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"NATIONAL TB PREVALENCE SURVEY
IN VIETNAM, 2006 - 2007 (DRAFT REPORT)",26973,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Changes in pulmonary tuberculosis prevalence: Evidence from the 2010 population survey in a populous province of China",26951,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"High prevalence of pulmonary tuberculosis and inadequate case finding in rural western Kenya",26947,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"The 1997 nationwide tuberculosis prevalence survey in the Philippines",26946,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis among the adult population in Pakistan 2010-2011",26928,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"The Gambian survey of tuberculosis prevalence (GAMSTEP)",26920,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"First national TB prevalence survey 2012, Nigeria",26917,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Cross-sectional studies of tuberculosis prevalence in Cambodia between 2002 and 2011",26910,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Trends in the prevalence of pulmonary tuberculosis over a period of seven and half years in a rural community in south India with DOTS",26904,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"A survey of tuberculosis prevalence in Hanoi, Vietnam",26899,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"A baseline survey of the prevalence of tuberculosis in a community in south India at the commencement of a DOTS programme",26893,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis on the roof of the world",26874,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Eswatini National Tuberculosis Prevalence Survey Report, 2018-2019",26865,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Fourth National Tuberculosis Prevalence Survey Report (2017-2018) Myanmar",26864,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Lesotho Tuberculosis Prevalence Survey",26862,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Report of DPRK National TB
Prevalence Survey
(2015–2016)",26861,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Results from the national TB prevalence survey of Indonesia",26858,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Estimation of the burden of bacteriologically positive Tuberculosis among Adults in Kashmir: A baseline for future surveys in the Valley",26237,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"The second national tuberculosis prevalence survey in Vietnam",24644,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"National population-based tuberculosis prevalence survey in Ghana, 2013",21508,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"A tuberculosis nationwide prevalence survey in Gambia, 2012",20811,"n.abnormal.xray.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
NA,NA,"n.abnormal.xray.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.abnormal.xray.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.abnormal.xray.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.abnormal.xray.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.abnormal.xray.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.abnormal.xray.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.abnormal.xray.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
"Prevalent infectious tuberculosis in Harare, Zimbabwe: burden, risk factors and implications for control",26886,"n.sputum.sample.sex.total","Extracted total is not equal to sum of extracted stratified data."
"Effect of household and community interventions on the burden of tuberculosis in southern Africa: the ZAMSTAR community-randomised trial",26875,"n.sputum.sample.sex.total","Extracted total is not equal to sum of extracted stratified data."
"The Uganda National Tuberculosis Prevalence Survey, 2014-2015",26870,"n.sputum.sample.rurality.total","Extracted total is not equal to sum of extracted stratified data."
"SUDAN TB PREVALENCE SURVEY REPORT 2013 – 2014",26989,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Declining tuberculosis prevalence in Saharia, a particularly vulnerable tribal community in Central India: evidences for action (2015 survey)",26980,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Active detection of tuberculosis and paragonimiasis in the remote areas in North-Eastern India using cough as a simple indicator (ASSAM)",26979,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Findings from the First Malawi TB Prevalence Survey",26969,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Changes in pulmonary tuberculosis prevalence: Evidence from the 2010 population survey in a populous province of China",26951,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Tuberculosis prevalence in China, 1990-2010; a longitudinal analysis of national survey data",26949,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"The 1997 nationwide tuberculosis prevalence survey in the Philippines",26946,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Do women with tuberculosis have a lower likelihood of getting diagnosed? Prevalence and case detection of sputum smear positive pulmonary TB, a population-based study from Vietnam",26943,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Two-thirds of smear-positive tuberculosis cases in the community were undiagnosed in Northwest Ethiopia: population based cross-sectional study",26942,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of tuberculosis in Faridabad district, Haryana State, India",26939,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Yield of undetected tuberculosis and human immunodeficiency virus coinfection from active case finding in urban Uganda",26936,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Pulmonary tuberculosis in an indigenous community in the mountains of Ecuador",26933,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Active detection of tuberculosis and paragonimiasis in the remote areas in North-Eastern India using cough as a simple indicator",26932,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis among the Bharia, a primitive tribe of Madhya Pradesh, central India",26930,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"The prevalence of HIV among adults with pulmonary TB at a population level in Zambia",26918,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Report on national TB prevalence survey 2009-2010, Myanmar",26915,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"The first population-based national tuberculosis prevalence survey in Ethiopia, 2010-2011",26913,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Cross-sectional studies of tuberculosis prevalence in Cambodia between 2002 and 2011",26910,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"The first national TB prevalence survey of Lao PDR (2010-2011)",26905,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"A baseline survey of the prevalence of tuberculosis in a community in south India at the commencement of a DOTS programme",26893,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of tuberculosis in Rwanda: Results of the first nationwide survey in 2012 yielded important lessons for TB control",26892,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Epidemiology of tuberculosis in an urban slum of Dhaka City, Bangladesh",26878,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis on the roof of the world",26874,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"NATIONAL TUBERCULOSIS PREVALENCE SURVEY REPORT, Nepal, 2018-19",26867,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Eswatini National Tuberculosis Prevalence Survey Report, 2018-2019",26865,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Fourth National Tuberculosis Prevalence Survey Report (2017-2018) Myanmar",26864,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Lesotho Tuberculosis Prevalence Survey",26862,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Report of DPRK National TB
Prevalence Survey
(2015–2016)",26861,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"KENYA TUBERCULOSIS PREVALENCE SURVEY",26860,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Results from the national TB prevalence survey of Indonesia",26858,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Declining tuberculosis prevalence in Saharia, a particularly vulnerable tribal community in Central India: evidences for action",25244,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"The second national tuberculosis prevalence survey in Vietnam",24644,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis in western China in 2010-11: a population-based, cross-sectional survey",24214,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence and Incidence of Smear-Positive Pulmonary Tuberculosis in the Hetosa District of Arsi Zone, Oromia Regional State of Central Ethiopia",22718,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"National population-based tuberculosis prevalence survey in Ghana, 2013",21508,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"A tuberculosis nationwide prevalence survey in Gambia, 2012",20811,"n.sputum.sample.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary TB and spoligotype pattern of Mycobacterium tuberculosis among TB suspects in a rural community in Southwest Ethiopia",26890,"n.sputum.sample.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.sputum.sample.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
"Changes in pulmonary tuberculosis prevalence: Evidence from the 2010 population survey in a populous province of China",26951,"n.radiologic.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Do women with tuberculosis have a lower likelihood of getting diagnosed? Prevalence and case detection of sputum smear positive pulmonary TB, a population-based study from Vietnam",26943,"n.radiologic.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of tuberculosis in adolescents, western Kenya: implications for control programs",26924,"n.radiologic.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Sputum positive point prevalence survey (1994)",26916,"n.radiologic.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Cross-sectional studies of tuberculosis prevalence in Cambodia between 2002 and 2011",26910,"n.radiologic.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"A baseline survey of the prevalence of tuberculosis in a community in south India at the commencement of a DOTS programme",26893,"n.radiologic.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of tuberculosis in Rwanda: Results of the first nationwide survey in 2012 yielded important lessons for TB control",26892,"n.radiologic.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"KENYA TUBERCULOSIS PREVALENCE SURVEY",26860,"n.radiologic.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"First national TB prevalence survey 2012, Nigeria",26917,"n.bacteriological.tb.sex.total","Extracted total is not equal to sum of extracted stratified data."
"SURVEY FOR ASSESSING PREVALENCE OF PULMONARY TUBERCULOSIS CASES IN THE POPULATION BASED STATE OF GUJARAT, INDIA (2011-2012) Report on Population based survey to assess prevalence of pulmonary tuberculosis cases in the state of Gujarat, India (2011-12) Ded",26983,"n.bacteriological.tb.rurality.total","Extracted total is not equal to sum of extracted stratified data."
"NATIONAL TB PREVALENCE SURVEY
IN VIETNAM, 2006 - 2007 (DRAFT REPORT)",26973,"n.bacteriological.tb.rurality.total","Extracted total is not equal to sum of extracted stratified data."
"Lesotho Tuberculosis Prevalence Survey",26862,"n.bacteriological.tb.rurality.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence and Incidence of Smear-Positive Pulmonary Tuberculosis in the Hetosa District of Arsi Zone, Oromia Regional State of Central Ethiopia",22718,"n.bacteriological.tb.rurality.total","Extracted total is not equal to sum of extracted stratified data."
"Effect of household and community interventions on the burden of tuberculosis in southern Africa: the ZAMSTAR community-randomised trial",26875,"n.bacteriological.tb.hiv.total","Extracted total is not equal to sum of extracted stratified data."
"Lesotho Tuberculosis Prevalence Survey",26862,"n.bacteriological.tb.hiv.total","Extracted total is not equal to sum of extracted stratified data."
"SUDAN TB PREVALENCE SURVEY REPORT 2013 – 2014",26989,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Declining tuberculosis prevalence in Saharia, a particularly vulnerable tribal community in Central India: evidences for action (2015 survey)",26980,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"National Tuberculosis Prevalence Survey in Thailand",26975,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Tuberculosis prevalence in China, 1990-2010; a longitudinal analysis of national survey data",26949,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of tuberculosis in Faridabad district, Haryana State, India",26939,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis among the Bharia, a primitive tribe of Madhya Pradesh, central India",26930,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of tuberculosis in adolescents, western Kenya: implications for control programs",26924,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"The Gambian survey of tuberculosis prevalence (GAMSTEP)",26920,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Report of the national TB prevalence survey, 2002",26912,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Cross-sectional studies of tuberculosis prevalence in Cambodia between 2002 and 2011",26910,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of tuberculosis in Rwanda: Results of the first nationwide survey in 2012 yielded important lessons for TB control",26892,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis among adults in a rural sub-district of South India",26884,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Effect of household and community interventions on the burden of tuberculosis in southern Africa: the ZAMSTAR community-randomised trial",26875,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"NATIONAL TUBERCULOSIS PREVALENCE SURVEY REPORT, Nepal, 2018-19",26867,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Eswatini National Tuberculosis Prevalence Survey Report, 2018-2019",26865,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"KENYA TUBERCULOSIS PREVALENCE SURVEY",26860,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Declining tuberculosis prevalence in Saharia, a particularly vulnerable tribal community in Central India: evidences for action",25244,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis in western China in 2010-11: a population-based, cross-sectional survey",24214,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Population-based screening for pulmonary tuberculosis utilizing community health workers in Ethiopia",24181,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"National population-based tuberculosis prevalence survey in Ghana, 2013",21508,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"A tuberculosis nationwide prevalence survey in Gambia, 2012",20811,"n.bacteriological.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"Sub-national prevalence survey of tuberculosis in rural communities of Ethiopia",21934,"n.bacteriological.tb.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.bacteriological.tb.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.bacteriological.tb.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
NA,NA,"n.bacteriological.tb.total","Difference in extracted totals are greater than 5%

                                                                  across stratifications of data.

                                                                  Check all totals against each other."
"Effect of household and community interventions on the burden of tuberculosis in southern Africa: the ZAMSTAR community-randomised trial",26875,".hiv.total","HIV total is greater than rurality total for at least one value."
"Effect of household and community interventions on the burden of tuberculosis in southern Africa: the ZAMSTAR community-randomised trial",26875,".hiv.total","HIV total is greater than age.grp total for at least one value."
"Low tuberculosis notification in mountainous Vietnam is not due to low case detection: a cross-sectional survey",26948,"n.smear.positive.tb.sex.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalence of pulmonary tuberculosis among the adult population in Pakistan 2010-2011",26928,"n.smear.positive.tb.sex.total","Extracted total is not equal to sum of extracted stratified data."
"Sputum positive point prevalence survey (1994)",26916,"n.smear.positive.tb.sex.total","Extracted total is not equal to sum of extracted stratified data."
"A survey of tuberculosis prevalence in Hanoi, Vietnam",26899,"n.smear.positive.tb.sex.total","Extracted total is not equal to sum of extracted stratified data."
"Declining tuberculosis prevalence in Saharia, a particularly vulnerable tribal community in Central India: evidences for action",25244,"n.smear.positive.tb.sex.total","Extracted total is not equal to sum of extracted stratified data."
"SURVEY FOR ASSESSING PREVALENCE OF PULMONARY TUBERCULOSIS CASES IN THE POPULATION BASED STATE OF GUJARAT, INDIA (2011-2012) Report on Population based survey to assess prevalence of pulmonary tuberculosis cases in the state of Gujarat, India (2011-12) Ded",26983,"n.smear.positive.tb.rurality.total","Extracted total is not equal to sum of extracted stratified data."
"NATIONAL TB PREVALENCE SURVEY
IN VIETNAM, 2006 - 2007 (DRAFT REPORT)",26973,"n.smear.positive.tb.rurality.total","Extracted total is not equal to sum of extracted stratified data."
"The first population-based national tuberculosis prevalence survey in Ethiopia, 2010-2011",26913,"n.smear.positive.tb.rurality.total","Extracted total is not equal to sum of extracted stratified data."
"Prevalent infectious tuberculosis in Harare, Zimbabwe: burden, risk factors and implications for control",26886,"n.smear.positive.tb.hiv.total","Extracted total is not equal to sum of extracted stratified data."
"Sub-national TB prevalence surveys in India, 2006-2012: Results of uniformly conducted data analysis (Age Stratification, Combined Sites)",26990,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
"SUDAN TB PREVALENCE SURVEY REPORT 2013 – 2014",26989,"n.smear.positive.tb.age.grp.total","Extracted total is not equal to sum of extracted stratified data."
